38.354188,0.451547,17.976767,0.767084,-18.928293,0.199010,-0.378566,2
9.743302,0.120401,11.574353,0.194866,4.293879,0.101352,0.085878,3
38.421943,0.441897,17.048656,0.768439,-16.098587,0.217436,-0.321972,2
7.745864,0.192748,9.905412,0.154917,7.082770,0.164526,0.141655,3
41.397758,0.403016,21.597902,0.827955,-22.759991,0.189323,-0.455200,4
-8.304223,0.362466,-9.619408,-0.166084,21.025153,0.313573,0.420503,5
54.256633,0.778481,21.715370,1.085133,-32.217616,0.429879,-0.644352,4
-1.211284,0.207218,-1.291020,-0.024226,16.937200,0.250921,0.338744,5
34.825140,0.267733,22.400112,0.696503,4.620097,0.078942,0.092402,6
12.449408,0.110516,11.104726,0.248988,-15.724263,0.116660,-0.314485,7
35.027835,0.264028,23.325315,0.700557,8.161170,0.089667,0.163223,6
17.486097,0.164120,13.149083,0.349722,-17.018592,0.135209,-0.340372,7
48.773914,0.716974,20.041927,0.975478,-6.352054,0.005559,-0.127041,8
4.442154,0.219144,3.966655,0.088843,-5.159244,0.003696,-0.103185,9
47.189773,0.609810,21.579669,0.943795,-7.591756,0.008584,-0.151835,8
-1.029900,0.285253,-1.338339,-0.020598,-6.958495,0.006537,-0.139170,9
27.131111,0.145302,22.378001,0.542622,19.562377,0.358416,0.391248,10
27.865252,0.119451,24.099657,0.557305,-12.297899,0.475061,-0.245958,11
22.602531,0.062559,27.685405,0.452051,11.785251,0.257763,0.235705,10
23.733734,0.078147,24.098415,0.474675,-29.841735,0.463696,-0.596835,11
54.763135,0.786158,21.520671,1.095263,-14.530567,0.054837,-0.290611,12
-12.663250,0.486807,-12.832381,-0.253265,7.926111,0.079321,0.158522,13
51.331849,0.631836,22.346167,1.026637,-14.658956,0.064016,-0.293179,12
-7.184965,0.324382,-6.823445,-0.143699,7.681386,0.054489,0.153628,13
15.205067,0.049969,16.092981,0.304101,44.246090,1.101071,0.884922,14
31.483946,0.180485,25.869214,0.629679,-36.827400,0.500332,-0.736548,15
16.452094,0.067895,15.466579,0.329042,43.764118,0.742752,0.875282,14
35.021948,0.245943,23.347965,0.700439,-43.131045,0.743068,-0.862621,15
43.038581,0.438579,22.286469,0.860772,14.467444,0.235937,0.289349,16
0.021510,0.196147,0.020111,0.000430,-32.456291,0.395568,-0.649126,17
44.229729,0.472646,22.776593,0.884595,13.235087,0.186199,0.264702,16
5.860849,0.193523,4.729317,0.117217,-26.791270,0.344547,-0.535825,17
51.188265,0.645704,22.547264,1.023765,2.519228,0.023194,0.050385,18
-10.027036,0.372011,-10.224220,-0.200541,-17.837700,0.079401,-0.356754,19
49.448010,0.660255,22.106417,0.988960,2.555879,0.031069,0.051118,18
-20.126422,0.477023,-45.747899,-0.402528,-18.953559,0.084919,-0.379071,19
70.481642,1.199494,24.286444,1.409633,-8.616727,0.016157,-0.172335,20
-21.291948,0.533431,-19.902253,-0.425839,-1.393613,0.000893,-0.027872,21
66.177796,1.344433,21.078081,1.323556,-6.822567,0.010358,-0.136451,20
-28.691637,0.605472,-49.336916,-0.573833,-4.741983,0.001686,-0.094840,21
36.388176,0.289189,24.298309,0.727764,33.639162,0.632722,0.672783,22
8.132890,0.039516,13.851209,0.162658,-37.578420,0.590124,-0.751568,23
34.177776,0.241560,24.940801,0.683556,33.073165,0.669921,0.661463,22
13.487067,0.083884,12.017196,0.269741,-54.210349,1.318206,-1.084207,23
25.058090,0.097270,23.247569,0.501162,40.248979,0.874837,0.804980,24
24.576691,0.105872,20.798762,0.491534,-42.516246,0.635127,-0.850325,25
26.334964,0.120788,22.227087,0.526699,45.722463,1.186121,0.914449,24
22.983097,0.110892,20.097955,0.459662,-59.992000,1.253958,-1.199840,25
59.265910,0.882378,22.706297,1.185318,29.393366,0.470275,0.587867,26
-3.543161,0.177549,-3.654695,-0.070863,-33.101171,0.356887,-0.662023,27
50.249097,0.679944,20.967815,1.004982,19.987307,0.471208,0.399746,26
-8.799533,0.254242,-21.201599,-0.175991,-36.636630,0.483685,-0.732733,27
60.840335,0.822336,24.010210,1.216807,13.056946,0.103072,0.261139,28
-18.291433,0.389432,-19.716184,-0.365829,-24.716832,0.162606,-0.494337,29
64.236613,0.881956,24.649903,1.284732,18.408816,0.155731,0.368176,28
-24.327574,0.566234,-29.333373,-0.486551,-24.335758,0.187708,-0.486715,29
44.808082,0.487291,23.344449,0.896162,39.461246,0.950034,0.789225,30
8.514917,0.048282,10.138677,0.170298,-59.410873,1.397938,-1.188217,31
48.501282,0.494931,22.711920,0.970026,32.734089,0.722878,0.654682,30
4.906043,0.140716,4.348654,0.098121,-60.241496,1.599376,-1.204830,31
